Date,Belgium,Denmark,Germany,Ireland,Spain,France,Italy,Netherlands,Austria,Poland,Finland,Sweden,United States
2005-Q1,2.74,1.55,0.21,0,3.63,1.87,0.41,1.17,2.09,2.54,4.51,2.48,3.91
2005-Q2,2.37,2.94,0.24,0,3.53,1.52,0.82,1.4,2.58,2.13,2.38,2.77,3.61
2005-Q3,1.89,2.81,1.3,0,3.56,1.81,1.51,2.61,2.1,4.16,2.75,3.16,3.45
2005-Q4,2.31,2.04,1.87,0,3.89,1.8,1.34,3.03,2.64,4.9,1.52,3.01,2.98
2006-Q1,2.4,3.7,2.84,0,4.07,2.3,1.76,3.34,4.06,5.73,3.03,4.14,3.22
2006-Q2,2.15,4.73,4.06,0,4.16,3.11,1.65,4.15,2.92,7.72,4.53,5.14,2.98
2006-Q3,2.64,3.92,3.99,0,4.12,2.61,1.5,3.39,3.61,7.41,4.02,5.14,2.33
2006-Q4,3.02,3.3,5.07,0,4.07,2.58,2.66,3.59,3.59,4.02,4.54,5.13,2.61
2007-Q1,3.84,2.36,4.13,0,3.83,2.62,2.22,4.13,3.54,7.04,3.96,4.5,1.54
2007-Q2,3.94,-1.05,3.23,0,3.75,2.26,1.78,3.11,4.44,6,5.57,3.36,1.94
2007-Q3,3.83,0.55,2.96,0,3.59,2.54,1.5,3.65,3.38,6.13,5.54,2.95,2.4
2007-Q4,3.08,1.83,2.08,0,3.26,2.12,-0.15,4.19,3.38,9.11,6.1,3.44,2.16
2008-Q1,2.08,1.46,2.67,0,2.54,1.82,1.29,3.35,3.04,5.95,3.96,1.64,1.45
2008-Q2,1.68,0.97,1.57,0,1.74,0.53,0.05,3.33,2.8,5.15,1.3,1.08,1.38
2008-Q3,0.31,-0.55,0.4,0,0.78,-0.04,-1.42,2.06,1.82,3.35,0.73,-0.22,0.24
2008-Q4,-2.26,-3.87,-1.84,0,-1.48,-1.7,-3.77,0.03,-1.34,2.15,-2.72,-4.85,-2.54
2009-Q1,-3.63,-5.2,-7.03,0,-4.25,-3.89,-7.25,-3.88,-3.87,2.16,-8.91,-5.49,-3.28
2009-Q2,-3.64,-6.17,-6.65,0,-4.36,-3.3,-6.83,-4.34,-5.37,1.79,-8.57,-5.38,-4
2009-Q3,-1.85,-5.29,-5.53,0,-3.98,-3.1,-5.04,-3.84,-4.37,2.52,-8.04,-4.97,-3.14
2009-Q4,1.13,-2.91,-3.29,0,-2.43,-0.82,-2.04,-2.62,-1.52,3.96,-6.75,-1.02,0.08
2010-Q1,2.65,-0.66,2.28,0,0.15,1.22,0.81,0.82,-0.2,2,0.71,3.15,1.77
2010-Q2,3.62,2,4.42,0,0.31,1.72,2.02,1.26,1.9,3.25,3.94,5.23,2.93
2010-Q3,2.75,3.26,4.69,0,0.05,2.26,1.83,1.3,2.48,3.75,2.57,6.59,3.35
2010-Q4,2.45,2.93,4.77,0,0.14,2.01,2.03,1.83,2.97,3.29,5.54,7.74,2.79
2011-Q1,2.41,2.27,5.94,0,0.01,2.83,2.21,2.61,4.27,5.35,5.07,5.36,2.03
2011-Q2,1.62,2.6,3.7,0,-0.46,2.26,1.55,2.07,3.35,5.14,2.07,3.56,1.74
2011-Q3,1.49,-0.26,3.77,0,-1.05,2.1,0.61,1.62,2.86,5.08,2.62,3.64,0.92
2011-Q4,1.27,0.78,2.6,0,-1.76,1.74,-0.89,-0.12,1.65,4.78,0.53,0.58,1.52
2012-Q1,1,0.49,0.86,0,-2.53,0.62,-2.53,-0.9,1.74,3.54,-0.46,0.4,2.6
2012-Q2,0.79,-0.43,0.98,0,-3.16,0.56,-3.24,-0.76,0.91,2.07,-1.34,0.19,2.37
2012-Q3,0.75,0.92,0.38,0,-3.04,0.34,-3.26,-1.19,0.19,0.98,-1.84,-1.21,2.59
2012-Q4,0.41,-0.06,0.25,0,-3.11,-0.04,-3.04,-1.28,0.16,0.09,-1.95,-0.53,1.57
2013-Q1,-0.08,0.57,-0.41,0,-2.5,0.02,-2.88,-0.76,-0.8,-0.38,-2.36,0.68,1.62
2013-Q2,0.51,0.57,0.44,0,-1.65,0.84,-2.17,-0.99,-0.37,0.58,-0.86,0.45,1.3
2013-Q3,0.57,1.11,0.72,0,-1.17,0.51,-1.45,0.04,0.31,1.27,-0.13,1.02,1.92
2013-Q4,0.84,1.48,1.46,0,-0.27,1.39,-0.92,1.38,0.77,1.92,-0.23,2.47,2.53
2014-Q1,1.55,1.17,2.92,0,0.41,1.32,0.22,0.96,0.69,3.4,-0.15,1.91,1.29
2014-Q2,1.23,1.02,1.83,0,0.97,0.69,0.14,1.74,1.26,3.74,-0.44,2.83,2.45
2014-Q3,1.61,2.06,1.78,0,1.75,1.33,0.06,1.38,0.72,3.8,-0.41,3.09,2.83
2014-Q4,1.92,2.22,2.31,0,2.45,0.53,-0.1,1.64,0.52,4.08,-0.47,3.2,2.56
2015-Q1,2.01,2.66,0.8,0,3.25,1.1,0.08,2.35,0.92,4.45,-0.47,3.75,3.76
2015-Q2,2.43,3.22,1.55,0,3.87,1.16,0.52,2.06,0.52,3.87,0.88,3.96,3.04
2015-Q3,1.92,1.82,1.49,0,4.05,0.83,0.55,2.16,1.24,4.43,0.48,4.63,2.18
2015-Q4,1.81,1.69,1.12,0,4.17,1.1,1.44,1.27,1.25,4.41,1.29,4.63,1.87
2016-Q1,1.34,2.16,2.49,0,3.69,1.21,1.46,1.59,1.82,2.51,3.34,3.07,1.65
2016-Q2,1.22,3.06,2.19,0,3.01,0.68,1.23,1.52,1.89,3.44,1.95,2.13,1.37
2016-Q3,1.2,3.62,1.99,0,2.96,0.82,1.59,2.3,1.73,2.65,3.11,1.02,1.65
2016-Q4,1.3,4.13,1.91,0,2.52,1.23,1.38,3.14,2.48,3.82,2.85,1.19,2
2017-Q1,1.9,3.62,2.28,0,2.63,1.24,1.52,2.74,2.03,5.29,2.64,1.72,1.84
2017-Q2,1.59,3.38,2.69,0,3.25,2.51,1.8,3.4,2.45,4.77,3.78,2.98,2.05
2017-Q3,1.35,2.14,3.18,0,3.02,3.04,1.7,2.99,2.6,5.7,3,3.6,2.28
2017-Q4,1.64,2.17,3.75,0,3.01,3.02,1.94,2.91,2.24,5.08,3.35,2.93,2.79
2018-Q1,1.36,2.03,1.92,0,2.65,2.38,1.3,2.83,2.7,5.76,2.59,2.8,3.06
2018-Q2,1.57,1.41,1.78,0,2.2,1.96,0.91,2.59,2.26,6.21,1.18,2.57,3.26
2018-Q3,2.03,2.39,0.24,0,2.09,1.51,0.6,2.11,2.04,5.96,0.71,0.79,3.15
2018-Q4,2.21,2.13,0.12,0,2.21,1.46,0.36,1.76,2.68,5.55,0.1,1.97,2.31
2019-Q1,2.11,1.39,1.43,0,2.4,2.12,0.64,2.01,2.41,5.11,0.46,2.11,2.16
2019-Q2,2.21,1.9,0.55,0,2.15,2.35,0.83,1.78,1.72,4.61,1.45,1.66,2.14
2019-Q3,2.56,1.75,1.46,0,1.92,2.03,0.76,1.93,1.77,4.09,1.61,2.59,2.31
2019-Q4,2.17,0.94,0.92,0,1.47,1.05,-0.34,1.91,0.05,3.75,1.38,1.74,2.57
2020-Q1,-1.06,0.65,-1.22,0,-4.67,-4.91,-6.27,-0.24,-2.8,3.07,0.43,0.92,0.82
2020-Q2,-12.82,-6.4,-10.44,0,-21.94,-17.96,-17.74,-8.54,-13.59,-7.25,-6.66,-7.92,-8.35
2020-Q3,-3.27,-1.37,-2.48,0,-9.22,-3.78,-6.12,-3.16,-4.28,-1.71,-2.08,-1.18,-2.02
2020-Q4,-4.31,-0.85,-2.13,0,-9.47,-4.03,-6.02,-3.65,-5.52,-2.22,-1.09,-1.1,-1.52
2021-Q1,-0.06,0.28,-2.17,0,-4.43,1.31,0.23,-1.94,-4.25,-0.4,-0.94,0.52,1.19
2021-Q2,14.79,9.01,10.16,0,17.88,17.78,16.75,10.32,12.48,12.03,7.13,10.95,12.46
2021-Q3,5.13,3.86,1.85,0,4.2,3.37,5.19,5.5,5.29,7.16,3.06,5.56,4.96
2021-Q4,6.25,6.53,1.19,0,6.63,4.62,6.87,6.02,6.28,8.94,3.2,7.14,5.72
2022-Q1,5.4,5.35,3.75,0,6.48,4.49,6.51,6.23,8.74,10.87,3.89,5.34,3.68
2022-Q2,4.12,4.48,1.67,0,7.72,4.03,5.03,5.24,6.34,5.86,3.05,4.12,1.8
2022-Q3,2.05,3.95,1.35,0,4.85,1.1,2.48,3.33,2.11,4.73,1.61,2.55,1.94
2022-Q4,1.53,1.6,0.84,0,2.93,0.58,1.48,3.38,2.94,0.56,0.08,-0.2,0.88
