Date,Belgium,Denmark,Germany,Ireland,Spain,France,Italy,Netherlands,Austria,Poland,Finland,Sweden,United States
2001-10,2.35001,2.14374,1.86263,0.00000,3.02317,1.68057,2.46262,3.98056,2.45168,4.00000,2.09610,2.48677,2.12644
2001-11,2.13295,1.78252,1.51163,0.00000,2.69062,1.17998,2.36842,3.86283,1.97482,3.60000,1.67145,2.46632,1.89546
2001-12,2.17791,2.14374,1.61476,0.00000,2.70759,1.35454,2.36635,4.16336,1.98452,3.60000,1.78288,2.65925,1.55172
2002-01,2.90255,2.47718,2.08333,0.00000,2.53033,2.25883,2.35602,4.02306,2.16963,3.40000,2.27971,2.71303,1.14220
2002-02,2.62848,2.45796,1.84120,0.00000,2.28300,2.10330,2.34783,3.67628,1.86641,3.50000,1.81263,2.58900,1.13766
2002-03,2.67484,2.57400,2.07135,0.00000,2.69541,2.09392,2.51955,3.62934,1.86275,3.30000,1.80286,2.70985,1.47560
2002-04,1.82406,2.56410,1.48912,0.00000,3.55252,1.98520,2.33564,3.54537,1.75610,3.00000,1.75558,2.26685,1.63934
2002-05,1.33693,2.04082,1.25571,0.00000,3.53370,1.48284,2.32959,3.22745,1.85005,1.90000,1.30801,1.83848,1.18177
2002-06,0.87258,2.17114,1.14025,0.00000,3.19034,1.40845,2.15146,3.27827,1.74927,1.60000,1.10465,1.83743,1.06742
2002-07,1.28419,2.17670,1.13895,0.00000,2.22382,1.62003,2.23560,3.28289,1.55340,1.30000,1.67920,1.99670,1.46479
2002-08,1.25867,2.30474,1.25571,0.00000,2.26918,1.85322,2.40757,3.24518,1.94553,1.20000,1.36253,1.80493,1.80282
2002-09,1.25512,2.42347,1.25571,0.00000,2.66538,1.84981,2.57954,3.10489,1.64889,1.30000,1.00493,1.72318,1.51430
2002-10,1.29554,2.54777,1.25714,0.00000,3.79122,1.94662,2.66094,2.95641,1.74419,1.10000,1.49138,2.32982,2.02589
2002-11,1.10186,2.80971,1.14548,0.00000,4.02879,2.22195,2.82776,2.78305,1.74588,0.90000,1.62451,2.04294,2.19842
2002-12,1.37391,2.54777,1.13507,0.00000,3.99756,2.26827,2.82534,2.74077,1.83930,0.80000,1.65434,2.08194,2.37691
2003-01,1.21251,2.54453,1.02041,0.00000,3.71207,1.98926,2.81330,2.35576,1.73745,0.50000,1.35672,2.66369,2.59740
2003-02,1.74567,2.77778,1.24294,0.00000,3.84251,2.57192,2.63382,2.43077,1.73578,0.50000,1.86744,3.32158,2.98088
2003-03,1.75372,2.88582,1.12740,0.00000,3.70555,2.53641,2.71186,2.49627,1.82868,0.60000,1.60732,2.96953,3.02013
2003-04,1.47376,2.37500,0.90293,0.00000,3.14829,2.00701,2.70499,2.11372,1.34228,0.30000,1.06393,2.16165,2.22469
2003-05,1.04021,2.25000,0.56370,0.00000,2.68305,1.76307,2.69815,2.01434,1.05163,0.40000,0.71729,1.77971,2.05784
2003-06,1.61557,2.25000,0.90192,0.00000,2.74738,1.96860,2.69587,1.88469,1.14613,0.80000,0.81464,1.64690,2.11229
2003-07,1.47078,1.87970,1.01351,0.00000,2.81595,1.85990,2.69134,2.11075,1.14723,0.80000,0.47048,1.65644,2.10994
2003-08,1.78843,1.75219,1.12740,0.00000,2.99360,1.86770,2.77078,2.09133,1.24046,0.70000,0.60490,1.56738,2.15827
2003-09,1.79610,1.86800,1.01466,0.00000,2.91517,2.06880,2.76614,1.98311,1.43130,0.90000,0.65053,1.53370,2.32044
2003-10,1.58288,1.36646,1.12867,0.00000,2.59236,2.12562,2.59197,1.95116,1.04762,1.30000,0.28626,1.27456,2.04082
2003-11,1.85021,1.61491,1.24575,0.00000,2.76850,2.24571,2.50000,1.99385,1.33460,1.60000,0.50732,1.31043,1.76503
2003-12,1.73528,1.36646,1.12233,0.00000,2.60327,2.18199,2.49792,1.69199,1.23574,1.70000,0.60310,1.27240,1.87949
2004-01,1.58890,1.24070,1.12233,0.00000,2.30478,1.98636,2.23881,1.35385,1.13852,1.60000,0.20078,0.72474,1.92625
2004-02,1.26487,0.98280,0.78125,0.00000,2.13523,1.71123,2.31788,1.18654,1.42180,1.60000,0.10448,-0.39871,1.69306
2004-03,1.12402,0.60976,1.00335,0.00000,2.13977,1.70434,2.31023,1.10263,1.51229,1.70000,-0.51151,-0.16081,1.73724
2004-04,1.92813,0.85470,1.67785,0.00000,2.70322,2.10976,2.30453,1.33156,1.60833,2.20000,-0.36988,0.21518,2.28509
2004-05,2.59887,1.34474,2.13005,0.00000,3.40433,2.61066,2.29885,1.57480,2.08136,3.40000,-0.10445,0.58167,3.05177
2004-06,2.25338,1.10025,1.78771,0.00000,3.49887,2.45174,2.37900,1.38737,2.26629,4.40000,-0.05704,0.42126,3.26620
2004-07,2.41160,1.35301,1.78372,0.00000,3.36178,2.39507,2.29320,1.15516,2.17391,4.60000,0.32492,0.61782,2.99076
2004-08,2.25545,1.10701,1.89521,0.00000,3.34367,2.37757,2.28758,1.17576,2.26202,4.60000,0.44856,0.52765,2.65439
2004-09,2.03777,1.10025,1.78571,0.00000,3.22071,2.08579,2.12072,1.06830,2.06961,4.40000,0.42772,0.53102,2.53780
2004-10,2.86712,1.71569,1.89732,0.00000,3.58331,2.12841,2.03749,1.38421,2.63902,4.50000,0.85633,0.76013,3.18919
2004-11,2.55070,1.22249,1.90157,0.00000,3.50560,2.06718,1.86992,1.33945,2.63406,4.50000,0.50476,0.39164,3.52304
2004-12,2.27839,1.22549,2.21976,0.00000,3.22772,2.07673,2.03087,1.10517,2.91080,4.40000,0.42820,0.28000,3.25556
2005-01,2.25919,0.98039,1.44284,0.00000,3.08107,1.51355,1.86537,1.49363,2.90807,3.70000,0.19084,-0.02518,2.96976
2005-02,2.55998,1.21655,1.66113,0.00000,3.30050,1.70581,1.94175,1.66828,2.83342,3.60000,0.33369,0.68881,3.00752
2005-03,3.07521,1.45455,1.76600,0.00000,3.39603,1.94344,1.93548,1.72579,2.96525,3.40000,0.98023,0.13244,3.14835
2005-04,2.75151,1.81598,1.21012,0.00000,3.46828,1.88044,1.85036,1.57687,2.75932,3.00000,1.06187,0.25766,3.51064
2005-05,2.52080,1.44753,1.20746,0.00000,3.05869,1.57280,1.92616,1.34765,2.38563,2.50000,0.61562,0.07853,2.80275
2005-06,2.87708,1.81379,1.31723,0.00000,3.13554,1.65318,1.76282,1.66847,2.31380,1.40000,0.78339,0.55215,2.53031
2005-07,3.13568,2.06311,1.53341,0.00000,3.28829,1.66744,2.08167,1.65885,2.40080,1.30000,0.52369,0.33035,3.16790
2005-08,3.11967,2.31144,1.53173,0.00000,3.28571,1.83709,1.99681,1.78507,2.02328,1.60000,0.66849,0.64351,3.64116
2005-09,3.15392,2.41838,1.86404,0.00000,3.73503,2.13552,1.99681,1.81710,2.22713,1.80000,0.77924,0.59959,4.68668
2005-10,2.47213,2.04819,1.86199,0.00000,3.51420,1.85377,2.23642,1.69773,1.95318,1.60000,0.35603,0.48039,4.34783
2005-11,2.56006,1.93237,1.75631,0.00000,3.41162,1.58803,2.23464,1.73851,1.46220,1.00000,0.60219,0.81601,3.45550
2005-12,2.88497,2.30024,1.41151,0.00000,3.73572,1.59770,1.99045,2.07808,1.40292,0.70000,0.59266,0.88420,3.41566
2006-01,2.62200,2.18447,1.85996,0.00000,4.19220,2.05733,2.22930,1.31610,1.20968,0.60000,0.80727,0.61175,3.98532
2006-02,2.38756,2.16346,1.85185,0.00000,3.97282,1.82654,2.14286,1.08205,1.20603,0.70000,0.90180,0.60888,3.59750
2006-03,1.70141,1.91159,1.40998,0.00000,3.88700,1.47260,2.05696,0.94251,1.00000,0.40000,0.89910,1.12243,3.36265
2006-04,1.96055,1.90250,1.95652,0.00000,3.85617,1.70901,2.21169,1.22310,1.70341,0.70000,1.29741,1.48487,3.54574
2006-05,2.18429,2.02140,1.73536,0.00000,4.03191,2.07219,2.20472,1.37680,1.70170,0.90000,1.70170,1.57303,4.16667
2006-06,1.86838,2.13777,1.84182,0.00000,3.94717,1.95610,2.28347,1.34593,1.49701,0.80000,1.70000,1.50829,4.31877
2006-07,1.60890,2.02140,1.83387,0.00000,3.96504,1.93622,2.19608,1.31252,1.49850,1.10000,1.90763,1.71075,4.14534
2006-08,1.63082,2.02140,1.50862,0.00000,3.72119,1.88337,2.19264,1.37712,1.79820,1.60000,1.90000,1.58243,3.81874
2006-09,1.22772,1.65289,1.07643,0.00000,2.91885,1.26582,2.11433,0.85151,1.39581,1.60000,1.49254,1.47941,2.06237
2006-10,1.20624,1.53483,1.07527,0.00000,2.50801,1.06263,1.79688,0.67710,1.19522,1.20000,1.89243,1.31034,1.30522
2006-11,1.49060,1.77725,1.40237,0.00000,2.60625,1.38197,1.79547,0.77247,1.59840,1.40000,2.09581,1.68270,1.97368
2006-12,1.64458,1.77515,1.39186,0.00000,2.66601,1.49338,1.87354,0.95317,1.49254,1.40000,2.19561,1.63580,2.54065
2007-01,1.66785,1.78147,1.71858,0.00000,2.39165,1.24575,1.71340,1.42891,1.59363,1.60000,2.30230,1.93855,2.07564
2007-02,1.76658,1.88235,1.71123,0.00000,2.41195,1.04919,1.78710,1.49394,1.58888,1.90000,2.18471,1.97579,2.41520
2007-03,1.81433,1.99297,1.92513,0.00000,2.46389,1.19249,1.70543,1.79739,1.78218,2.50000,2.57426,1.92301,2.77878
2007-04,1.78216,1.63361,2.13220,0.00000,2.43457,1.25462,1.54560,1.82410,1.77340,2.30000,2.56158,1.92389,2.57370
2007-05,1.28490,1.74825,2.13220,0.00000,2.34705,1.07083,1.54083,1.79919,1.96850,2.30000,2.36221,1.65754,2.69086
2007-06,1.28505,1.39535,1.91489,0.00000,2.38037,1.19353,1.69361,1.74744,1.96657,2.60000,2.45821,1.85120,2.68704
2007-07,1.37385,1.16550,2.01271,0.00000,2.24255,1.10615,1.61167,1.45892,2.06693,2.30000,2.56158,1.86495,2.35823
2007-08,1.11628,0.93240,2.12314,0.00000,2.17507,1.18040,1.60920,1.10298,1.66830,1.50000,2.25712,1.76876,1.97008
2007-09,1.50437,1.27758,2.66241,0.00000,2.67912,1.51786,1.68712,1.30696,2.06490,2.30000,2.64706,2.18851,2.75505
2007-10,2.24352,1.74419,2.76596,0.00000,3.58505,2.00224,2.07214,1.61178,2.75591,3.00000,2.63930,2.71961,3.53618
2007-11,2.94906,2.44470,3.29787,0.00000,4.06973,2.44693,2.37730,1.92799,3.14651,3.60000,2.93255,3.25385,4.30620
2007-12,3.08462,2.32558,3.16790,0.00000,4.22023,2.58611,2.60536,1.86502,3.62745,4.00000,2.63672,3.45285,4.08127
2008-01,3.45550,2.91715,2.85111,0.00000,4.27591,2.81879,2.98622,2.02585,3.23529,4.00000,3.91389,3.19638,4.28029
2008-02,3.64541,3.11778,2.83912,0.00000,4.36786,2.84694,2.90076,2.24849,3.22581,4.20000,3.69291,3.10351,4.02656
2008-03,4.38556,3.10345,3.14795,0.00000,4.50122,3.17954,3.27744,2.14400,3.50195,4.10000,3.86100,3.40929,3.98146
2008-04,4.15851,3.32951,2.40084,0.00000,4.18666,3.02025,3.34855,2.03104,3.29138,4.00000,3.55428,3.34035,3.93689
2008-05,5.21278,3.43643,3.02714,0.00000,4.60208,3.32193,3.56601,2.32611,3.66795,4.40000,4.23077,3.85864,4.17554
2008-06,5.80162,3.78440,3.23591,0.00000,5.01134,3.57143,3.78501,2.56469,3.85728,4.60000,4.41459,4.18348,5.02179
2008-07,5.90330,4.03226,3.32295,0.00000,5.27423,3.61366,4.07855,3.20948,3.76085,4.80000,4.32277,4.13486,5.60012
2008-08,5.39328,4.38799,3.11850,0.00000,4.90352,3.15871,4.07240,3.22692,3.66795,4.80000,4.70250,4.34332,5.37186
2008-09,5.46875,4.12844,2.80083,0.00000,4.53845,2.97933,3.77074,3.07113,3.75723,4.50000,4.68004,4.37222,4.93693
2008-10,4.72000,3.65714,2.38095,0.00000,3.55603,2.66477,3.45865,2.78444,3.06513,4.20000,4.38095,3.98503,3.65519
2008-11,3.13632,2.72727,1.33883,0.00000,2.38292,1.62504,2.69663,2.25615,2.28789,3.70000,3.60874,2.47168,1.06958
2008-12,2.63099,2.38636,1.12590,0.00000,1.43319,0.99967,2.24048,1.94530,1.32450,3.30000,3.42531,0.90105,0.09141
2009-01,2.31669,1.81406,0.92402,0.00000,0.80735,0.70714,1.63569,1.92856,1.23457,2.80000,2.16573,1.27839,0.02985
2009-02,1.93167,1.79171,1.12474,0.00000,0.66092,0.86843,1.63205,1.96101,1.32576,3.30000,1.78069,0.88373,0.23619
2009-03,0.62077,1.67224,0.40692,0.00000,-0.06083,0.30169,1.18081,1.97553,0.75188,3.60000,0.92937,0.21465,-0.38356
2009-04,0.59721,1.22222,0.71356,0.00000,-0.15972,0.12887,1.17820,1.82286,0.65605,4.00000,0.74212,-0.07012,-0.73689
2009-05,-0.37268,1.21816,0.00000,0.00000,-0.86337,-0.25636,0.87912,1.59349,0.27933,3.60000,0.00000,-0.71844,-1.28144
2009-06,-1.10106,1.21547,0.10111,0.00000,-0.99673,-0.48957,0.51058,1.41773,-0.09285,3.50000,-0.09191,-0.95008,-1.42678
2009-07,-1.68095,0.99668,-0.50251,0.00000,-1.36908,-0.72526,0.00000,0.18948,-0.27881,3.60000,-0.55249,-1.20414,-2.09716
2009-08,-0.77469,1.10620,0.00000,0.00000,-0.81147,-0.18137,0.14493,0.27812,0.27933,3.70000,-0.73327,-1.16895,-1.48435
2009-09,-1.19826,0.88106,-0.20182,0.00000,-1.02463,-0.36298,0.21802,0.37661,0.09285,3.40000,-1.00365,-1.87164,-1.28621
2009-10,-0.97130,0.99228,0.00000,0.00000,-0.66085,-0.21363,0.29070,0.69946,0.18587,3.10000,-1.55110,-1.78034,-0.18285
2009-11,-0.12076,1.32743,0.40650,0.00000,0.30303,0.39708,0.65646,0.96947,0.65238,3.30000,-1.00825,-0.99320,1.83830
2009-12,0.26406,1.44284,0.80972,0.00000,0.79449,0.91447,1.02264,1.11124,1.02708,3.50000,-0.55198,0.57527,2.72133
2010-01,0.61552,2.00445,0.71211,0.00000,1.02837,1.10187,1.31675,0.81729,1.21951,3.50000,-0.18433,0.31221,2.62571
2010-02,0.70106,1.98020,0.50556,0.00000,0.83363,1.28067,1.16788,0.82268,1.02804,2.90000,0.04681,0.89277,2.14333
2010-03,1.65253,2.30263,1.21581,0.00000,1.41519,1.58986,1.38585,1.01266,1.95896,2.60000,0.62226,0.84672,2.31396
2010-04,1.79200,2.52470,1.21458,0.00000,1.50468,1.68383,1.52838,1.13125,2.04842,2.40000,0.95541,0.70507,2.23645
2010-05,2.27748,2.18818,1.21581,0.00000,1.76497,1.64918,1.37981,0.95426,1.85701,2.20000,1.01019,1.15247,2.02099
2010-06,2.45811,1.85590,0.90909,0.00000,1.49976,1.50802,1.30624,0.82554,1.95167,2.30000,0.83228,0.92577,1.05335
2010-07,2.57004,2.19298,1.11111,0.00000,1.91560,1.67598,1.66909,1.61308,1.86393,2.00000,0.79551,1.08115,1.23519
2010-08,2.32021,2.40700,1.00807,0.00000,1.81725,1.38948,1.59190,1.48658,1.67131,2.00000,1.02247,0.87787,1.14811
2010-09,2.91070,2.51092,1.21335,0.00000,2.12863,1.56434,1.59536,1.57802,1.85529,2.50000,1.39202,1.41631,1.14368
2010-10,3.00860,2.40175,1.31446,0.00000,2.33184,1.59495,1.73913,1.57663,2.13358,2.80000,2.36228,1.48607,1.17219
2010-11,2.86876,2.51092,1.51822,0.00000,2.33306,1.57135,1.73913,1.55612,1.85185,2.70000,2.52129,1.84636,1.14316
2010-12,3.10545,2.84464,1.30522,0.00000,2.98744,1.75906,1.87997,1.93162,2.31054,3.10000,2.85242,2.33780,1.49572
2011-01,3.22264,2.72926,1.71717,0.00000,3.26957,1.74164,2.14989,1.85453,2.50232,3.60000,3.03705,2.45641,1.63185
2011-02,3.38301,2.69687,1.91147,0.00000,3.58949,1.65764,2.37879,1.89657,3.02177,3.60000,3.32997,2.46499,2.10759
2011-03,3.52227,2.67953,2.00200,0.00000,3.59538,1.98795,2.48648,1.84156,3.09295,4.30000,3.30089,2.91375,2.68160
2011-04,3.41290,2.99786,1.90000,0.00000,3.77904,2.07784,2.62022,2.04170,3.31033,4.50000,3.16000,3.34141,3.16363
2011-05,3.34553,3.10493,2.00200,0.00000,3.51543,2.01222,2.64685,2.16210,3.31597,5.00000,3.34435,3.34183,3.56865
2011-06,3.67940,3.00107,2.10210,0.00000,3.18497,2.10726,2.74699,2.15066,3.31597,4.20000,3.54106,3.07967,3.55883
2011-07,3.75309,3.00429,2.09790,0.00000,3.09304,1.94421,2.67966,2.95599,3.49370,4.10000,3.95810,3.34828,3.62872
2011-08,3.60022,2.56410,2.09581,0.00000,2.96102,2.23487,2.75897,2.96240,3.50468,4.30000,3.83806,3.37463,3.77121
2011-09,3.55689,2.55591,2.39760,0.00000,3.14119,2.23652,2.97902,2.69419,3.62081,3.90000,3.69743,3.22783,3.86836
2011-10,3.57334,2.77186,2.29541,0.00000,3.01344,2.34959,3.35641,2.64843,3.43792,4.30000,3.54378,2.90236,3.52520
2011-11,3.84657,2.55591,2.39282,0.00000,2.87257,2.51526,3.25684,2.45599,3.63150,4.80000,3.35677,2.80441,3.39438
2011-12,3.48020,2.44681,1.98216,0.00000,2.37753,2.46202,3.28730,2.41777,3.17404,4.60000,2.89912,2.28765,2.96242
2012-01,3.65118,2.76302,2.08540,0.00000,1.99831,2.35245,3.16206,2.47492,2.77228,4.10000,3.17351,1.86183,2.92522
2012-02,3.66162,2.73109,2.17177,0.00000,1.97445,2.28912,3.25123,2.47809,2.55654,4.30000,3.11523,1.91546,2.87110
2012-03,3.36055,2.60960,2.15898,0.00000,1.89852,2.30171,3.33661,2.48235,2.42954,3.90000,2.94289,1.51237,2.65140
2012-04,3.18538,2.18295,1.96271,0.00000,2.06006,2.08721,3.32031,2.35207,2.32108,4.00000,3.10198,1.30041,2.30274
2012-05,2.81045,2.18069,1.96271,0.00000,1.94296,1.98286,3.21951,2.12698,2.12560,3.60000,3.06172,1.02878,1.70425
2012-06,2.25174,2.18522,1.66667,0.00000,1.89609,1.92963,3.31384,2.13744,2.22222,4.30000,2.83064,1.01838,1.66399
2012-07,2.32173,2.29167,1.85910,0.00000,2.20668,1.93823,3.10982,2.29690,2.12972,4.00000,2.92579,0.67496,1.40845
2012-08,2.85270,2.60417,2.15054,0.00000,2.65448,2.08290,3.19768,2.26139,2.22222,3.80000,2.72148,0.74543,1.69238
2012-09,2.75191,2.49221,2.04878,0.00000,3.41214,1.90899,3.19768,2.31673,2.69490,3.80000,2.70063,0.44670,1.99128
2012-10,2.77864,2.38589,2.04878,0.00000,3.47529,1.85300,2.60116,2.87618,2.78846,3.40000,2.59803,0.37330,2.16234
2012-11,2.26361,2.28453,1.94742,0.00000,2.92985,1.41669,2.50723,2.76835,2.78578,2.80000,2.19391,-0.10823,1.76413
2012-12,2.23182,2.07684,2.04082,0.00000,2.86829,1.32924,2.30548,2.89239,2.78044,2.40000,2.35745,-0.05401,1.74102
2013-01,1.46008,1.24095,1.65370,0.00000,2.68311,1.16971,2.20307,2.96840,2.69750,1.70000,1.62842,0.04810,1.59487
2013-02,1.18758,1.22699,1.54589,0.00000,2.75408,1.04231,1.90840,2.99894,2.49281,1.30000,1.66682,-0.16883,1.97792
2013-03,1.11415,1.01729,1.44092,0.00000,2.42734,0.97294,1.61444,2.92337,2.27704,1.00000,1.74545,-0.04765,1.47390
2013-04,1.00202,0.81384,1.15496,0.00000,1.38555,0.68826,1.13422,2.59956,1.98488,0.80000,1.54193,-0.46277,1.06309
2013-05,1.18457,0.81301,1.53994,0.00000,1.72235,0.80000,1.13422,2.76997,2.27058,0.50000,1.55119,-0.21889,1.36197
2013-06,1.59326,0.91650,1.83221,0.00000,2.06312,0.93136,1.22642,2.87747,2.17391,0.20000,1.41864,-0.14629,1.75442
2013-07,1.50932,0.61100,1.92123,0.00000,1.77408,1.06762,1.22526,3.06653,1.99052,1.10000,1.59074,0.10216,1.96068
2013-08,1.00857,0.40609,1.53110,0.00000,1.51937,0.86869,1.22066,2.81354,1.79584,1.10000,1.24014,0.09249,1.51837
2013-09,0.89609,0.50659,1.43403,0.00000,0.34170,0.88092,0.93897,2.44003,1.68697,1.00000,1.19783,0.07624,1.18493
2013-10,0.63317,0.60790,1.24283,0.00000,-0.09953,0.56600,0.75117,1.55206,1.40318,0.80000,1.18669,-0.06040,0.96361
2013-11,0.81497,0.60914,1.33715,0.00000,0.23217,0.67821,0.65851,1.46558,1.40187,0.60000,1.36871,0.12109,1.23707
2013-12,0.96579,0.71211,1.42857,0.00000,0.25213,0.70636,0.65728,1.65358,1.86567,0.70000,1.61034,0.13668,1.50174
2014-01,1.13716,1.02145,1.33971,0.00000,0.19852,0.64909,0.65605,1.41558,1.59475,0.50000,1.63044,-0.19551,1.57895
2014-02,0.97302,0.50505,1.23692,0.00000,-0.01714,0.92031,0.46816,1.05598,1.49673,0.70000,1.28552,-0.22017,1.12635
2014-03,0.89152,0.30211,1.04167,0.00000,-0.14625,0.61227,0.37383,0.82167,1.66976,0.70000,1.05712,-0.62609,1.51220
2014-04,0.62130,0.70636,1.33207,0.00000,0.36691,0.72376,0.56075,1.19591,1.66821,0.30000,1.05556,-0.04458,1.95286
2014-05,0.36022,0.50403,0.85308,0.00000,0.20594,0.68314,0.46729,0.83088,1.75763,0.20000,0.78689,-0.15578,2.12711
2014-06,0.26970,0.60545,1.04167,0.00000,0.08586,0.48144,0.27959,0.93572,1.85014,0.30000,0.92635,0.22612,2.07234
2014-07,0.33929,0.70850,0.84826,0.00000,-0.34096,0.46278,0.09311,0.90772,1.76580,-0.20000,0.83387,0.03827,1.99233
2014-08,0.01997,0.50556,0.84826,0.00000,-0.49286,0.44062,-0.09276,0.95931,1.67131,-0.30000,1.14143,-0.15613,1.69961
2014-09,-0.11975,0.50403,0.84826,0.00000,-0.15431,0.29108,-0.18605,0.88817,1.56682,-0.30000,1.33161,-0.38089,1.65792
2014-10,0.08988,0.50352,0.75543,0.00000,-0.09539,0.45226,0.09320,1.05263,1.56827,-0.60000,1.01579,-0.12087,1.66434
2014-11,-0.10978,0.50454,0.56550,0.00000,-0.37230,0.32174,0.18692,0.95616,1.65899,-0.60000,0.97105,-0.20369,1.32236
2014-12,-0.37864,0.40404,0.18779,0.00000,-1.04193,0.06012,0.00000,0.70150,1.00733,-1.00000,0.46992,-0.31425,0.75649
2015-01,-0.64677,-0.10111,-0.28329,0.00000,-1.31944,-0.38291,-0.55866,0.00000,0.73869,-1.40000,-0.15674,-0.20553,-0.08935
2015-02,-0.39738,0.30151,-0.04656,0.00000,-1.07358,-0.27057,-0.09320,0.12174,0.85894,-1.60000,-0.15453,0.07355,-0.02513
2015-03,-0.39714,0.60241,0.17479,0.00000,-0.66388,-0.06983,-0.09311,0.36221,0.95720,-1.50000,-0.05415,0.16311,-0.07364
2015-04,0.28882,0.50100,0.86623,0.00000,-0.63472,0.07984,-0.09294,0.54081,1.06690,-1.10000,-0.21064,-0.23257,-0.19952
2015-05,0.55833,0.70211,1.16255,0.00000,-0.18327,0.29934,0.09302,1.10542,0.99244,-0.90000,-0.04310,0.06050,-0.03993
2015-06,0.62762,0.60181,0.87812,0.00000,0.05613,0.25953,0.18587,0.99758,1.00121,-0.80000,-0.11650,-0.43534,0.12377
2015-07,0.45748,0.70352,0.79567,0.00000,0.06843,0.17024,0.18605,0.94953,1.15044,-0.70000,-0.22628,-0.07651,0.16957
2015-08,0.90846,0.60362,0.79567,0.00000,-0.42164,0.04985,0.18570,0.71014,0.94835,-0.60000,-0.19308,-0.17233,0.19508
2015-09,1.05905,0.50150,0.59528,0.00000,-0.87931,0.03002,0.18639,0.54022,0.70874,-0.80000,-0.59147,0.06691,-0.03613
2015-10,1.27719,0.30060,0.87812,0.00000,-0.70655,0.06003,0.27933,0.57091,0.69971,-0.70000,-0.25969,0.08598,0.17057
2015-11,1.51863,0.30120,0.17479,0.00000,-0.27390,0.04009,0.09328,0.60453,0.61744,-0.60000,-0.24720,0.06059,0.50180
2015-12,1.50030,0.40241,0.17479,0.00000,0.01815,0.18025,0.09328,0.68652,1.01870,-0.50000,-0.23885,0.05095,0.72952
2016-01,1.74261,0.60729,0.50761,0.00000,-0.28760,0.22254,0.25281,0.57056,1.21704,-0.90000,0.03014,0.76589,1.37309
2016-02,1.38640,0.30060,0.10081,0.00000,-0.84370,-0.19092,-0.32183,0.61810,1.01112,-0.80000,-0.09019,0.38667,1.01780
2016-03,2.24282,0.00000,0.30090,0.00000,-0.84051,-0.14975,-0.21435,0.56140,0.70000,-0.90000,-0.03995,0.80143,0.85254
